year-date,EnterTime,n,i,j,ans,check
2015-10-27,15:6:26:351,1,22,73,4,0
2015-10-27,15:6:27:647,2,69,2,4,0
2015-10-27,15:6:28:882,3,5,18,4,0
2015-10-27,15:6:29:707,null,null,null,null,null
